SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_INCOME_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OWN_CAR_AGE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
102174,0,F,N,Y,1,88000.0,407600.0,21266.3,Secondary / secondary special,Widow,Commercial associate,-9389,-602,,,0.759688503109962,0.3317499818658419
102175,0,F,N,Y,1,77800.0,131300.0,6684.4,Secondary / secondary special,Married,Working,-24030,-709,,,0.5653168578031116,0.4739650362452652
102176,0,F,N,Y,0,75100.0,316400.0,13159.1,Higher education,Married,Pensioner,-9644,365243,,0.8645491898894043,0.26719801390869735,0.37172141899167643
102177,0,F,Y,Y,0,163600.0,758900.0,50750.8,Secondary / secondary special,Married,Working,-15709,-984,12.5,,0.8528442242253276,0.9183341968447499
102178,0,M,N,Y,0,199200.0,423300.0,25297.8,Secondary / secondary special,Married,Working,-12010,-83,,,0.33080898553434335,0.7647588390785482
102179,0,F,N,Y,0,95000.0,536300.0,18171.8,Higher education,Married,Working,-19332,-14,,,0.4572767511229723,
102180,0,M,N,N,0,183100.0,764800.0,33159.7,Secondary / secondary special,Widow,Commercial associate,-22394,-745,,0.5287270875450227,0.7667573993233603,0.7775026183142832
102181,0,M,N,Y,0,182500.0,1066200.0,50762.9,Secondary / secondary special,Single / not married,Working,-18481,-2722,,0.33917700518271826,0.525030721200127,0.6576972925612979
102182,0,M,N,N,0,172100.0,735300.0,66193.2,Secondary / secondary special,Married,Working,-11597,-1507,,,0.6829770904507657,0.6957485378692649
102183,0,M,N,Y,0,200000.0,608200.0,20303.5,Academic degree,Single / not married,Pensioner,-21334,365243,,,0.6371457778284061,0.6557339270621823
102184,0,F,N,Y,0,162300.0,547500.0,21630.7,Secondary / secondary special,Civil marriage,Working,-24196,-839,,,0.6564404145418985,0.8626157052164122
102185,1,F,Y,Y,0,268300.0,1683700.0,56991.9,Higher education,Married,Working,-10492,-138,11.0,,0.7205448310589797,
102186,0,F,N,Y,0,195000.0,732300.0,43786.4,Higher education,Single / not married,Commercial associate,-12114,365243,,,0.6576323315988221,0.7080287851192406
102187,0,M,N,Y,0,83700.0,338300.0,26998.3,Secondary / secondary special,Married,Working,-16955,-1382,,0.763540244278879,0.4018392638043137,0.8315969995029576
102188,0,F,N,Y,0,337100.0,1784100.0,71594.3,Secondary / secondary special,Single / not married,Working,-20639,-1897,,0.8010947495524259,0.3739761812435786,0.5865363604597474
102189,1,F,N,Y,1,95600.0,533000.0,21540.5,Secondary / secondary special,Married,Working,-9896,-3322,,0.6167368900743769,0.5841236734660296,0.43426148526257735
102190,0,M,N,N,0,146200.0,892000.0,32546.1,Secondary / secondary special,Single / not married,Working,-8558,-500,,0.6614277347818533,0.5603198052528217,
102191,0,F,Y,Y,0,464400.0,2305300.0,227256.7,Incomplete higher,Single / not married,Working,-17610,-369,19.8,,0.7627774637532985,0.5541360326256924
102192,0,F,N,N,1,183600.0,548900.0,25245.8,Secondary / secondary special,Single / not married,Pensioner,-21647,365243,,,0.5554944220378706,
102193,0,M,N,Y,0,101700.0,228500.0,17783.7,Secondary / secondary special,Married,Working,-12888,-4364,,,,
102194,0,F,Y,Y,0,171400.0,650600.0,33230.4,Secondary / secondary special,Married,Working,-17891,-1599,8.5,,0.6238060116440354,
102195,0,F,Y,Y,0,186300.0,367400.0,12252.6,Secondary / secondary special,Single / not married,Working,-21756,-796,15.1,,0.6445908222489019,0.6139060004512005
102196,0,M,N,Y,0,161200.0,978500.0,39286.4,Secondary / secondary special,Single / not married,State servant,-8175,-639,,0.8407914062399247,0.6011512455906473,0.515620481953012
102197,0,F,Y,N,2,117200.0,750000.0,49063.4,Higher education,Widow,Pensioner,-13563,-541,11.8,,0.9344794548250932,
102198,0,F,N,N,0,82800.0,340000.0,15112.3,Higher education,Married,Working,-12985,-1350,,0.8062856061022207,0.7327697172771476,0.5155108044449661
102199,0,F,Y,Y,0,87200.0,147700.0,7524.9,Higher education,Married,Commercial associate,-20346,-268,12.6,,0.6752495870501742,0.7025708592892704
102200,0,M,N,Y,2,103700.0,309000.0,16207.4,Secondary / secondary special,Single / not married,Working,-19350,-887,,,0.7713210307164943,0.8041918007305532
102201,0,F,Y,N,0,263700.0,907700.0,80279.3,Secondary / secondary special,Single / not married,Working,-22165,-1748,1.6,0.6833459444173797,0.6191802135778478,0.7467109812079129
102202,0,M,N,Y,0,85100.0,293900.0,12834.5,Higher education,Married,Working,-17289,-685,,,0.7908206726600131,0.6786325692217182
102203,0,M,N,Y,1,158000.0,792400.0,35611.0,Secondary / secondary special,Single / not married,Commercial associate,-11665,365243,,0.6716063538058346,0.3998912117354041,0.7257817027847675
102204,1,F,N,Y,0,276300.0,1770300.0,149879.0,Secondary / secondary special,Married,Working,-15263,-493,,,0.6919372329211293,0.5034148124637492
102205,0,F,N,Y,0,197400.0,320300.0,25459.0,Secondary / secondary special,Married,Working,-14613,-1513,,0.8759632006656236,0.6079879990033943,
102206,0,F,N,Y,0,279200.0,1766700.0,91950.2,Higher education,Married,Commercial associate,-19377,-6735,,0.6652895933374204,0.588066952228366,0.8671823387780593
102207,0,M,Y,Y,1,113100.0,688200.0,33140.7,Secondary / secondary special,Married,Pensioner,-24394,365243,6.0,,0.6860324597681311,0.8494851571005714
102208,0,F,N,N,0,195400.0,1129500.0,81696.1,Secondary / secondary special,Single / not married,Pensioner,-15694,365243,,0.8324818896849062,0.9068710360076709,
102209,0,F,N,Y,1,247200.0,910000.0,34164.9,Secondary / secondary special,Married,Commercial associate,-18870,-2784,,,0.6611050441985586,0.8418452528185117
102210,1,F,N,N,1,224900.0,777700.0,32169.7,Secondary / secondary special,Civil marriage,Commercial associate,-10785,-1473,,0.5059562596586046,0.7293350782483464,0.5179695589767498
102211,0,M,N,N,0,219800.0,856600.0,59050.6,Secondary / secondary special,Married,Commercial associate,-17740,-602,,0.6089076683261359,0.5814450524790414,0.742590171986353
102212,0,F,N,Y,0,86000.0,410000.0,15719.7,Secondary / secondary special,Single / not married,Working,-20440,-1256,,,0.7612732969494521,0.8691204193550773
102213,0,M,N,Y,0,198800.0,559600.0,25771.9,Higher education,Married,Commercial associate,-21060,-3310,,,0.5652339475546992,0.5179018736952904
102214,0,F,Y,Y,1,183400.0,642100.0,39291.4,Incomplete higher,Married,Working,-24739,-1075,18.5,0.6679348793327112,0.7303411249169316,
102215,0,M,Y,N,0,137600.0,866600.0,32617.5,Higher education,Married,Pensioner,-24984,365243,0.2,,0.805591129603277,
102216,0,F,Y,Y,1,112200.0,209500.0,10349.1,Higher education,Separated,Working,-16707,-783,18.4,,0.7754654079319189,0.7142772265543097
102217,0,F,N,N,1,180400.0,453200.0,24177.1,Lower secondary,Separated,Working,-22758,-77,,,0.6682517242952031,0.47779236792774304
102218,0,M,N,Y,0,94400.0,161200.0,15622.8,Higher education,Married,Working,-20593,-23,,0.593154245376795,0.6709613094573323,0.5431951531398618
102219,0,M,N,Y,1,121300.0,541700.0,20499.4,Secondary / secondary special,Married,Pensioner,-16867,365243,,,0.4741704670936303,0.5737451234326812
102220,0,F,N,Y,1,225000.0,922100.0,59398.7,Higher education,Married,Working,-8197,-901,,,0.65328068736859,0.7025245254586783
102221,0,F,Y,Y,0,235400.0,430100.0,27206.8,Secondary / secondary special,Married,Commercial associate,-24799,-968,3.7,,0.616784614615712,0.8482426446133775
102222,0,F,N,Y,1,182900.0,696800.0,26087.7,Secondary / secondary special,Married,Working,-24592,-455,,0.657773865145496,0.5338259913092223,
102223,0,F,Y,Y,0,119700.0,296500.0,25286.5,Secondary / secondary special,Separated,Commercial associate,-16754,-872,10.3,,0.4714212644841951,0.6003850996701267
102224,0,F,N,Y,0,89300.0,422400.0,14520.2,Secondary / secondary special,Married,Commercial associate,-13708,-278,,,0.652983434116544,
102225,0,M,N,Y,0,103700.0,574700.0,34569.7,Higher education,Married,Unemployed,-9630,365243,,0.7851176263329366,0.553334802923907,
102226,0,F,N,Y,0,262600.0,534500.0,32063.2,Secondary / secondary special,Widow,Working,-8636,-2062,,,0.45025351872445635,0.6781936396889487
102227,0,M,Y,Y,1,160700.0,847700.0,35346.8,Secondary / secondary special,Single / not married,Working,-21755,-1097,16.9,0.5491599715878708,0.6671974613528591,0.7326874230879866
102228,0,F,Y,Y,0,140700.0,521200.0,30269.3,Secondary / secondary special,Married,Working,-14848,-286,9.1,0.590012484226891,0.6963840439727447,0.5209579478741274
102229,0,F,N,Y,0,158500.0,644300.0,41790.5,Higher education,Civil marriage,Working,-17537,-3173,,,0.5332463028349449,0.7818007987474852
102230,0,M,Y,N,0,200400.0,750900.0,56942.5,Higher education,Married,Pensioner,-12955,365243,2.1,0.2866915014099336,0.5053279228898176,0.7980817001914232
102231,0,F,N,Y,0,92800.0,471700.0,28349.6,Secondary / secondary special,Married,Working,-18434,-516,,,0.3872772912539523,0.6351334193668924
102232,0,M,N,Y,0,118300.0,598700.0,20329.3,Secondary / secondary special,Married,State servant,-20972,-3725,,0.4973901087026287,0.7300039474114528,0.1999633009188896
102233,0,F,Y,Y,0,197000.0,873800.0,69225.7,Secondary / secondary special,Married,Working,-23324,-554,11.1,0.5750302680820646,0.5102750920280641,0.8223347214531698
102234,0,M,Y,Y,1,164000.0,431500.0,15023.1,Higher education,Married,Pensioner,-16367,365243,2.8,0.8314011295861564,0.38651167281851617,
102235,0,M,N,N,1,242300.0,823900.0,38345.4,Secondary / secondary special,Civil marriage,Commercial associate,-12933,365243,,,0.7940564140092015,
102236,0,M,N,Y,0,206700.0,1151500.0,49010.6,Higher education,Married,Pensioner,-9016,365243,,0.6502558241074059,0.8015326130865366,0.7737446873822487
102237,0,F,N,Y,0,104000.0,318800.0,12302.5,Secondary / secondary special,Married,Commercial associate,-22642,-4226,,,0.7840569885712751,0.7785629896856935
102238,0,F,N,Y,0,32800.0,199800.0,18357.4,Incomplete higher,Widow,Commercial associate,-22634,-609,,0.9138983491635709,0.45972375886437933,0.7172596371988511
102239,0,F,Y,Y,0,161400.0,474500.0,16091.6,Secondary / secondary special,Widow,Working,-13865,-263,12.1,,0.7748794328321893,0.6006416182015565
102240,0,F,N,Y,1,92000.0,391200.0,15527.6,Higher education,Civil marriage,Working,-11303,-28,,,0.4632728817417126,0.6533695891586186
102241,0,F,N,Y,0,185100.0,843500.0,32391.9,Higher education,Civil marriage,Pensioner,-19476,365243,,0.30596005694314266,0.6042419834309045,0.7383379459272883
102242,0,F,N,Y,0,301300.0,706100.0,38139.6,Higher education,Separated,Working,-20936,-51,,0.523300571974681,0.7323642586561617,
102243,1,F,N,N,0,92700.0,367300.0,16738.7,Higher education,Civil marriage,Pensioner,-20325,365243,,,0.530942143337412,0.395872444463685
102244,0,F,N,Y,1,197000.0,552700.0,26037.1,Secondary / secondary special,Married,Working,-8919,-735,,,0.661937741848307,0.537893440236291
102245,1,F,N,Y,1,217900.0,587300.0,49097.3,Secondary / secondary special,Married,Working,-24925,-47,,,0.28036956692796616,0.5271847980811492
102246,0,F,N,N,0,172100.0,677800.0,48858.8,Secondary / secondary special,Married,Commercial associate,-17216,-260,,,0.838406172771938,0.5299140746729223
102247,0,F,N,N,0,170700.0,510400.0,20115.3,Secondary / secondary special,Married,Working,-18335,-521,,,0.36837383550380937,
102248,0,F,N,Y,1,57900.0,258600.0,13005.1,Secondary / secondary special,Married,Commercial associate,-8464,-1890,,0.8853397759047377,0.746888141545982,0.5967863104766584
102249,0,F,Y,N,1,151700.0,765300.0,55811.1,Secondary / secondary special,Married,Pensioner,-7877,365243,10.0,0.517394045500271,0.634418511984384,0.45474621666855464
102250,0,F,N,Y,0,146700.0,754200.0,27780.9,Higher education,Married,Working,-9885,-1662,,,0.5833946787358378,0.4950465584382756
102251,0,F,N,N,0,236200.0,601100.0,44823.9,Secondary / secondary special,Married,Working,-14524,-2353,,,0.6904381676049979,0.5406563898444033
102252,1,M,Y,Y,0,226800.0,721900.0,25359.4,Secondary / secondary special,Married,Working,-24234,-761,19.7,,0.4977437031152811,0.8710551633068944
102253,0,F,N,Y,0,117000.0,742900.0,29602.0,Secondary / secondary special,Married,Working,-20433,-1281,,,0.6166643945916687,
102254,1,F,N,Y,0,62600.0,380500.0,14461.5,Higher education,Married,Commercial associate,-25188,-1646,,,0.4925252117585538,0.6104485765298721
102255,0,M,N,N,1,71800.0,438100.0,21787.0,Secondary / secondary special,Married,Pensioner,-19589,365243,,,0.7961674239642047,0.7815179225876634
102256,1,F,N,Y,0,277600.0,1260900.0,62909.1,Higher education,Married,Working,-9419,-68,,0.8586943607635162,0.3719872429993795,0.10468864598277107
102257,0,M,Y,Y,0,142200.0,610900.0,49269.1,Secondary / secondary special,Married,Working,-19846,-4873,15.5,,0.550723656583295,0.6028448518499818
102258,0,M,Y,N,0,76800.0,319600.0,11144.3,Secondary / secondary special,Single / not married,Working,-18914,-701,10.1,0.5079539078953258,0.32974816398044726,0.6812915115623223
102259,0,F,N,Y,0,81200.0,418300.0,23512.9,Secondary / secondary special,Civil marriage,Working,-23209,-653,,,0.7392991140638213,0.45595753030941927
102260,0,F,N,N,0,163400.0,283000.0,13218.1,Higher education,Married,Working,-17211,-964,,,0.49053642352797,0.6786794097734324
102261,0,M,N,Y,0,155500.0,358100.0,31270.6,Higher education,Civil marriage,Pensioner,-11975,365243,,0.811512979503269,0.7931244589437664,0.866349087070603
102262,1,M,N,Y,0,310300.0,885500.0,63395.8,Secondary / secondary special,Civil marriage,Working,-20516,-893,,0.6114160760460666,0.7878797457601459,0.3526999632555619
102263,0,F,Y,Y,0,142000.0,670200.0,24461.5,Secondary / secondary special,Widow,Pensioner,-20878,365243,8.8,,0.4843206870652751,0.6260090213371828
102264,0,F,Y,Y,1,175200.0,494400.0,26399.2,Secondary / secondary special,Civil marriage,Working,-16685,-919,8.8,,0.6113319468050824,0.3612613825569831
102265,1,F,N,Y,0,144500.0,318200.0,17994.2,Secondary / secondary special,Married,Pensioner,-9332,365243,,,0.48259320863769944,0.43249611502590546
102266,0,F,Y,Y,1,212900.0,422800.0,27710.3,Secondary / secondary special,Married,Pensioner,-14924,365243,15.6,,0.6694726496583463,
102267,1,M,N,Y,0,325100.0,1944300.0,66608.4,Higher education,Married,Pensioner,-22395,365243,,,0.7613325717140821,
102268,0,F,N,Y,0,225300.0,1099000.0,46749.5,Secondary / secondary special,Married,Working,-12993,-730,,,0.6133335209885862,
102269,0,M,N,Y,0,357500.0,1289100.0,64860.2,Higher education,Married,Working,-20497,-1931,,,0.5312011556432643,0.6789413431045286
102270,0,M,N,N,0,187900.0,374200.0,12859.7,Secondary / secondary special,Separated,Working,-12114,-2080,,,0.5409499935978894,0.612221742403239
102271,0,F,Y,Y,0,72100.0,337400.0,15689.9,Secondary / secondary special,Married,Working,-13433,365243,10.0,,0.46287325136045426,0.4631370372219409
102272,0,F,Y,Y,1,101600.0,467700.0,16347.4,Higher education,Married,Commercial associate,-13579,-2428,11.0,,0.5570889410620369,0.7637841824576482
102273,0,M,Y,N,0,213100.0,327400.0,24818.8,Secondary / secondary special,Widow,State servant,-10046,-762,0.9,,0.7035276456376285,0.5045548620188738
102274,1,M,N,Y,0,132100.0,410400.0,22535.4,Secondary / secondary special,Married,Commercial associate,-13826,-212,,,0.4269853379258855,
102275,0,M,N,Y,0,147400.0,785800.0,37525.5,Secondary / secondary special,Married,Working,-20356,-457,,0.9186016064578832,0.7394932760523435,0.5878295559348824
102276,0,F,N,N,1,102300.0,595600.0,43877.2,Secondary / secondary special,Married,Working,-14706,-1125,,,0.8579049823853371,0.5204784483664049
102277,0,F,Y,Y,0,282100.0,781000.0,34411.3,Higher education,Married,Commercial associate,-12925,-195,15.2,0.4672218515789501,0.7331339135118972,0.3827872377626986
102278,0,F,N,N,1,293400.0,1094900.0,44253.0,Higher education,Married,Working,-19955,-2327,,0.5627621299061739,0.5204349220221304,0.6949210087603273
102279,0,M,Y,Y,0,132800.0,712500.0,48200.3,Higher education,Married,Working,-16707,-1207,15.8,0.8581623314693441,0.6224027582097118,0.7330101063770507
102280,0,F,N,Y,0,133400.0,597900.0,33479.8,Incomplete higher,Married,Working,-15311,-341,,,0.5352724564214949,0.2769366094439916
102281,0,F,N,Y,0,261400.0,853700.0,29890.2,Secondary / secondary special,Married,Pensioner,-21628,365243,,,,
102282,0,F,Y,Y,0,235800.0,1499200.0,68828.3,Secondary / secondary special,Single / not married,Working,-14366,-1491,7.2,,0.4960921243650194,
102283,0,F,N,N,0,70700.0,286400.0,11974.7,Secondary / secondary special,Married,State servant,-17213,365243,,0.5170669784701728,0.30309952131720824,0.8417634312704234
102284,1,M,Y,Y,3,199900.0,925600.0,35721.1,Secondary / secondary special,Married,Working,-8227,-1652,8.7,,0.2217027743900122,
102285,0,F,N,N,0,184100.0,739700.0,51345.9,Secondary / secondary special,Married,Commercial associate,-13620,-884,,,0.8327700037819119,0.932941358306062
102286,0,F,N,Y,1,160200.0,343300.0,14085.5,Secondary / secondary special,Civil marriage,Pensioner,-11823,365243,,0.8177578668530667,0.7114320794005987,0.7111725192232033
102287,0,M,N,N,0,99200.0,419500.0,15131.3,Incomplete higher,Married,Pensioner,-23199,365243,,,0.5023432714848045,0.744240506787293
102288,0,M,N,N,0,100200.0,290600.0,9999.7,Secondary / secondary special,Married,Working,-8039,-1464,,0.5051043629664128,0.787652990535759,0.8044795818783385
102289,0,F,N,Y,0,36500.0,59100.0,4934.2,Secondary / secondary special,Married,Working,-19943,-4714,,,0.6282067106301106,0.4508353451207268
102290,1,F,Y,N,0,109600.0,253100.0,17858.0,Secondary / secondary special,Married,Working,-20927,-381,6.7,,0.5949954705592079,0.8225321305675369
102291,0,M,N,N,0,60700.0,372100.0,36755.2,Secondary / secondary special,Civil marriage,Working,-13499,-3067,,0.8305327791143018,0.8068740791091397,
102292,1,M,N,Y,0,115500.0,635600.0,35461.4,Secondary / secondary special,Widow,Working,-12177,-16,,0.2193725120656667,0.5425557842719249,0.6467273703536438
102293,0,F,Y,Y,1,176500.0,284300.0,17747.3,Secondary / secondary special,Married,Commercial associate,-10560,-2345,16.7,0.7348417526010901,0.49874480003232724,
102294,0,F,N,Y,0,87100.0,396100.0,18210.6,Secondary / secondary special,Married,Working,-12528,-3173,,0.7287349503604933,0.7191885017364532,
102295,0,F,N,Y,0,268200.0,1191500.0,80048.8,Higher education,Married,State servant,-23693,-834,,,0.6547639673180387,
102296,0,F,N,Y,1,355100.0,1368600.0,57020.1,Secondary / secondary special,Single / not married,Pensioner,-8430,365243,,0.7631149901329752,0.6510325117407668,
102297,0,M,Y,Y,0,163800.0,363700.0,12457.4,Higher education,Married,Commercial associate,-15677,-4119,9.3,,0.6978866465106062,0.6818863866353762
102298,0,F,N,Y,0,193700.0,1196800.0,99540.5,Higher education,Married,Commercial associate,-12305,365243,,,0.5805936473488801,
102299,0,F,N,Y,1,71100.0,291500.0,20394.9,Higher education,Civil marriage,Working,-19870,-656,,,0.8555437854535763,0.8056246481378718
102300,0,M,Y,Y,0,159900.0,825800.0,59470.2,Higher education,Married,Working,-13524,-2317,10.0,0.5849598111012179,0.36451671789277523,0.6293149244674549
102301,0,M,Y,Y,0,78300.0,450000.0,15213.4,Secondary / secondary special,Civil marriage,Working,-13735,-427,9.5,,0.6572808320424186,
102302,0,M,N,N,1,67800.0,428100.0,19801.3,Secondary / secondary special,Married,Pensioner,-8692,365243,,,0.46552330411062437,0.5003588466057959
102303,0,F,N,N,0,83300.0,170500.0,10498.1,Secondary / secondary special,Separated,Working,-23633,-3002,,,0.5837375713531952,0.8005973720560313
102304,0,F,N,N,0,137400.0,470100.0,26689.2,Secondary / secondary special,Civil marriage,Working,-16814,-386,,,0.6478565792328124,0.5101566154103208
102305,1,F,Y,Y,0,144600.0,596800.0,22724.6,Higher education,Married,Pensioner,-8879,-283,3.6,,0.6742214125407191,0.4270900284805666
102306,1,F,N,Y,0,142500.0,625700.0,24978.3,Secondary / secondary special,Married,Working,-20849,-7341,,0.7078016960553353,0.6834933713438571,0.8271142648567589
102307,1,F,N,N,0,87200.0,527700.0,28721.4,Secondary / secondary special,Married,Pensioner,-21345,365243,,,0.30692996293245733,0.6062824031211518
102308,0,F,Y,Y,0,154500.0,603600.0,38455.1,Secondary / secondary special,Single / not married,State servant,-15754,-5099,19.5,0.4754839324755862,0.5380881616754745,0.4898296609743805
102309,0,F,N,Y,1,107700.0,574200.0,19698.1,Higher education,Married,Working,-24836,-380,,,0.6306374284418486,0.6543450634294712
102310,0,M,Y,Y,1,156000.0,584800.0,21880.8,Secondary / secondary special,Separated,Commercial associate,-11632,-1824,20.0,,0.5148574176383349,0.5410530348357714
102311,0,M,Y,Y,1,132400.0,452900.0,44711.3,Secondary / secondary special,Single / not married,Working,-22471,-1544,12.7,,0.8244734229974007,0.8765496522535359
102312,0,F,N,Y,0,65400.0,183100.0,9070.5,Higher education,Separated,Working,-22509,-309,,0.39062860224219875,0.8709558370895886,0.6500542127977007
102313,0,F,N,Y,0,108500.0,327500.0,30173.0,Higher education,Married,Pensioner,-16808,365243,,,0.5844429232588311,0.41672598283024836
102314,0,F,Y,N,0,188100.0,880600.0,42019.8,Secondary / secondary special,Married,Working,-17139,-269,6.0,,0.3569915920065749,0.6700812869191164
102315,0,F,N,Y,1,214800.0,381700.0,13224.2,Secondary / secondary special,Married,State servant,-9638,-824,,,0.8225554819403904,
102316,0,F,Y,Y,1,84600.0,259000.0,24905.9,Secondary / secondary special,Married,Unemployed,-10005,365243,3.5,0.5475108429108851,0.8128335956464751,0.5507901146580181
102317,0,F,N,Y,0,104400.0,508800.0,31558.7,Secondary / secondary special,Married,Commercial associate,-15082,-15,,0.5533125566612316,0.5508168309210637,0.7228044116143598
102318,0,M,N,Y,1,120400.0,234500.0,11695.3,Academic degree,Married,Working,-23766,-277,,,0.6403795005712182,0.918027025283069
102319,0,F,N,N,1,249500.0,1048500.0,69346.5,Higher education,Single / not married,Working,-11431,-162,,,0.5546497693013006,0.43188080896176295
102320,0,M,N,Y,0,181900.0,690500.0,55592.1,Secondary / secondary special,Married,Working,-15998,-1543,,0.7037838418160638,0.8475682092703605,
102321,0,F,N,Y,1,82800.0,151200.0,9806.4,Secondary / secondary special,Married,Working,-8796,-1146,,0.8361933377277861,0.4893361401920635,0.815640697298931
102322,0,F,N,Y,0,183800.0,346000.0,19504.5,Academic degree,Married,Working,-12916,-362,,0.7100229679595355,0.6858212511211125,
102323,0,F,Y,N,0,260700.0,1174200.0,72362.2,Secondary / secondary special,Single / not married,Working,-14192,-1217,18.3,0.589720242524084,0.8113062379505305,0.6540135796553779
102324,0,F,Y,N,0,162300.0,671900.0,22486.9,Secondary / secondary special,Single / not married,Commercial associate,-24551,-3310,11.4,0.7081504779031985,0.399837226683437,0.5916710114372218
102325,0,F,N,Y,0,103900.0,530300.0,18140.4,Higher education,Married,Working,-11054,-2148,,,0.6393341364290629,0.876032811724338
102326,0,M,Y,Y,0,215700.0,996900.0,43981.1,Secondary / secondary special,Married,Working,-9436,-710,12.7,,0.489980101555468,0.29612599790537775
102327,0,F,N,N,0,160100.0,634100.0,57173.8,Secondary / secondary special,Married,Commercial associate,-8612,-686,,,0.6317333450776875,0.44188572065995824
102328,0,F,Y,Y,0,131600.0,481500.0,41618.1,Secondary / secondary special,Married,Working,-16822,-1010,20.0,0.5638119086759592,0.7776131033206248,0.6827632359322348
102329,0,F,N,Y,0,220100.0,680500.0,28364.9,Secondary / secondary special,Married,Working,-16777,-3049,,,0.4375763136148161,0.6947769141641241
102330,0,F,Y,Y,0,147000.0,250000.0,10699.6,Secondary / secondary special,Married,Working,-11103,-402,6.4,,0.547082642565968,0.5860779756870036
102331,0,F,N,Y,0,152700.0,288800.0,21240.2,Higher education,Separated,Working,-12009,-3355,,,0.7617595387576729,0.6182521660039194
102332,0,F,N,Y,1,216900.0,952300.0,34400.8,Secondary / secondary special,Married,Working,-13260,-1139,,,0.7980800687338797,0.8040726852451003
102333,0,M,Y,Y,0,117500.0,516800.0,21185.5,Secondary / secondary special,Married,Working,-7835,-421,12.0,0.3727253225068799,0.4297029501148533,
102334,0,F,N,Y,0,87500.0,151000.0,10752.5,Secondary / secondary special,Married,Working,-21994,-278,,0.7487662029282806,0.6642775494390659,0.8406351773793028
102335,0,F,N,Y,0,170500.0,626500.0,22293.9,Secondary / secondary special,Separated,Working,-21218,-296,,,0.5368609192680253,0.7628582774100789
102336,0,M,Y,Y,0,296700.0,1853600.0,74948.8,Secondary / secondary special,Married,Working,-13284,365243,1.8,0.6439925244789919,0.5391635369380932,0.6683655378452964
102337,0,M,Y,Y,0,52900.0,129100.0,4584.9,Lower secondary,Separated,Commercial associate,-17738,-2379,0.7,,0.32257737994200997,0.5687020247664277
102338,0,F,N,N,2,204800.0,1093800.0,39317.7,Higher education,Civil marriage,Commercial associate,-13423,365243,,,0.5155229595380899,0.8506407651957614
102339,1,F,N,N,0,149600.0,604500.0,60037.7,Secondary / secondary special,Single / not married,Working,-8139,-330,,,0.6866140934084811,0.4160341633463827
102340,1,F,Y,Y,0,115800.0,624100.0,30054.4,Secondary / secondary special,Married,State servant,-18010,-651,5.8,,0.6333415290866746,0.6754871290806731
102341,0,F,N,Y,1,110100.0,314800.0,26172.0,Lower secondary,Married,Pensioner,-20321,365243,,,0.4048236127590302,0.610916639667234
102342,0,F,Y,Y,1,221100.0,1420000.0,84490.4,Higher education,Civil marriage,Commercial associate,-13523,-1749,5.6,,0.43797984255304384,0.6477781044497788
102343,1,M,Y,Y,1,200000.0,660000.0,41341.8,Higher education,Widow,Working,-11901,-1297,16.7,,0.7182333863045706,0.5259921312115405
102344,0,F,N,Y,0,92300.0,427700.0,21118.1,Secondary / secondary special,Civil marriage,Working,-12302,-88,,0.7656849930661874,0.8310951663869577,0.7448638137174717
102345,1,M,Y,Y,0,168900.0,830600.0,30843.1,Secondary / secondary special,Separated,Working,-13790,365243,4.3,,0.4385264500197332,0.7745513096954076
102346,0,F,Y,N,0,273100.0,1311700.0,101637.0,Secondary / secondary special,Single / not married,Commercial associate,-15867,-616,4.5,0.6285349985632203,0.7772698109930237,0.8485965629761784
102347,0,M,N,N,0,201600.0,836300.0,43251.6,Secondary / secondary special,Married,Unemployed,-20905,365243,,0.684526103181503,0.4200812634945404,0.6655984709686623
102348,1,M,Y,N,0,69500.0,339300.0,12531.2,Secondary / secondary special,Married,State servant,-11159,-600,19.2,,0.6329723739938938,
102349,0,F,Y,Y,1,196900.0,964100.0,49825.7,Higher education,Married,Working,-20053,-463,10.6,,0.7407627062813877,0.6648072272848194
102350,0,F,N,N,1,84000.0,435800.0,28336.6,Secondary / secondary special,Married,State servant,-24580,-1421,,,0.7723410144410288,0.8730891648391731
102351,0,F,N,N,1,162500.0,833800.0,39288.7,Secondary / secondary special,Married,Pensioner,-10830,-760,,0.6066633909595609,0.7848700108664547,0.6455175075508253
102352,0,M,N,N,0,105200.0,511900.0,49563.7,Higher education,Married,Commercial associate,-16569,-403,,0.2642206216703598,0.8341459367675768,0.8234616623971301
102353,0,F,N,N,0,176500.0,1068400.0,55987.0,Incomplete higher,Married,Pensioner,-14004,365243,,,0.43719179507153105,0.8460612851937779
102354,0,F,N,N,1,108900.0,652500.0,31822.1,Secondary / secondary special,Married,Working,-18197,-792,,0.5802505964458334,0.610323302004941,0.33345886319923745
102355,0,F,Y,N,0,92000.0,157600.0,10933.3,Secondary / secondary special,Single / not married,Working,-23113,-428,4.3,0.5119202985508581,0.4209543854516864,0.3802527016619725
